Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,Acente_Adi,Sehir,Bolge,CustomerName,CustomerType,Filo_Retail,Yas,Cinsiyet,Gelir_Grubu,S2_Stenos_Kredisi_Kullandi_mi,S3_Tercih_Etmeme_Nedeni,S12_En_Onemli_Neden,S4_Teklif_Alinan_Kuruluslar,S5_Kredi_Kullanilan_Kurulus,Odeme_Yontemi,S6_Bilgilendirme_Memnuniyeti,S7_Dijital_Kolayliklarin_Onemi,S8_Marka_Baglantisi_Etkili_mi,S9_Onemli_Ek_Avantajlar,S10_Kasko_Tercih_Etmeme_Nedeni,S11_Gelecekte_Tercih_Olasiligi,M1_Veri_Paylasim_Izni,S6_Endeks_100,S6_Top2Box,S11_Yuksek_Egilim
CSI-NCR-00167,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-05,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Gülter Tan Hayrioğlu,Otomobil-Binek,Retail,38,Kadın,25.000 TL altı,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Halk Bankası; AlBaraka,Halk Bankası,Rakip Kuruluş Kredisi,6,9,2,İşlem masrafı; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00168,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-30,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Okt. Örfiye İhsanoğlu İhsanoğlu,Hafif Ticari,Retail,21,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,ING; HSBC Bank; QNB Fibabank; Ziraat Bankası,ING,Rakip Kuruluş Kredisi,5,8,2,Online store,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,44.4,0,0
CSI-NCR-00169,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-03-27,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Mahnaz Demir,Otomobil-Binek,Retail,46,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,İş Bankası; Türkiye Finans,İş Bankası,Rakip Kuruluş Kredisi,7,6,1,Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,66.7,0,1
CSI-NCR-00170,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-20,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Peren Alemdar Ergül,Otomobil-Binek,Retail,34,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Türkiye Finans; AlBaraka; Alternatifbank,Türkiye Finans,Rakip Kuruluş Kredisi,7,8,1,Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%76 - %100,1,66.7,0,1
CSI-NCR-00171,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-06,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Fetullah Türk,Hafif Ticari,Retail,51,Erkek,50.001 - 85.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Alternatifbank; Anadolubank; ING,Alternatifbank,Rakip Kuruluş Kredisi,7,7,2,İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,2,66.7,0,0
CSI-NCR-00172,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-19,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Beste Nazimet İhsanoğlu,Hafif Ticari,Retail,58,Kadın,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Halk Bankası; İş Bankası; ING,Halk Bankası,Rakip Kuruluş Kredisi,8,4,1,Sigorta kolaylığı,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00173,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-14,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Dr. Ildız Söyler Bilir Akar,Hafif Ticari,Retail,49,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Ziraat Bankası; OdeaBank,Henüz kredi kullanmadım,Nakit / Havale,7,10,2,Özel müşteri temsilcisi; Vade seçenekleri,Servis hizmet memnuniyetsizliği,%76 - %100,1,66.7,0,1
CSI-NCR-00174,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-04,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Özay Sezer,Otomobil-Binek,Retail,29,Erkek,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Denizbank; Garanti Bankası,Henüz kredi kullanmadım,Nakit / Havale,4,10,1,Online store; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,1,33.3,0,0
CSI-NCR-00175,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-31,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Ergül Sakarya,Hafif Ticari,Retail,55,Kadın,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Denizbank; Anadolubank; HSBC Bank; Vakıflar Bankası,Denizbank,Rakip Kuruluş Kredisi,5,10,1,Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği,%51 - %75,1,44.4,0,1
CSI-NCR-00176,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-19,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Öğr. Aliihsan Tüzeer Akçay,Hafif Ticari,Retail,47,Kadın,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Türkiye Finans; Ziraat Bankası,Türkiye Finans,Rakip Kuruluş Kredisi,6,7,1,Sigorta kolaylığı; Vade seçenekleri; Online store,Servis hizmet memnuniyetsizliği,%0 -%25,1,55.6,0,0
CSI-NCR-00177,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-01-04,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Dr. Elhan Alkor Sakarya,Otomobil-Binek,Filo,51,Kadın,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Akbank; Halk Bankası; HSBC Bank; Anadolubank,Akbank,Rakip Kuruluş Kredisi,8,10,1,Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%76 - %100,1,77.8,0,1
CSI-NCR-00178,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-09-11,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Okt. Solma Cemiyle Tarhan,Otomobil-Binek,Filo,33,Erkek,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,OdeaBank; Vakıflar Bankası,OdeaBank,Rakip Kuruluş Kredisi,8,8,2,İşlem masrafı; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00179,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-24,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Abdulsemet Durmuş,Otomobil-Binek,Retail,43,Erkek,25.000 TL altı,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Denizbank; ING; Halk Bankası,Denizbank,Rakip Kuruluş Kredisi,6,9,1,Vade seçenekleri; Ödeme tatili / Ödemesiz dönem; Online store,Servis hizmet memnuniyetsizliği,%0 -%25,1,55.6,0,0
CSI-NCR-00180,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-14,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Öğr. Tunguç İhsanoğlu,Otomobil-Binek,Filo,48,Erkek,50.001 - 85.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Akbank; Şekerbank,Henüz kredi kullanmadım,Nakit / Havale,8,8,2,Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00181,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-14,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Öğr. Gülnaziye İnönü Arslan,Otomobil-Binek,Retail,38,Erkek,50.001 - 85.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Burgan Bank; TEB (Türk Ekonomi Bankası),Burgan Bank,Rakip Kuruluş Kredisi,7,7,2,Vade seçenekleri; İşlem masrafı; Online store,Sigorta şirketi memnuniyetsizliği,%51 - %75,1,66.7,0,1
CSI-NCR-00182,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-04,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Macide Şensoy,Otomobil-Binek,Retail,42,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,QNB Fibabank; Yapı ve Kredi Bankası,QNB Fibabank,Rakip Kuruluş Kredisi,7,10,2,İşlem masrafı,Servis hizmet memnuniyetsizliği,%51 - %75,1,66.7,0,1
CSI-NCR-00183,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-04,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Ökkaş Ayaydın Şensoy,Hafif Ticari,Retail,51,Erkek,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Ziraat Bankası,Henüz kredi kullanmadım,Nakit / Havale,10,9,2,Ödeme tatili / Ödemesiz dönem; Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği,%51 - %75,1,100.0,1,1
CSI-NCR-00184,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-28,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Arş. Gör. Zennun Yigit Akdeniz,Hafif Ticari,Filo,32,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Kuveyt Türk; Şekerbank; Vakıflar Bankası; Türkiye Finans,Kuveyt Türk,Rakip Kuruluş Kredisi,7,6,2,Özel müşteri temsilcisi; Sigorta kolaylığı,Sigorta şirketi memnuniyetsizliği,%26 - %50,1,66.7,0,0
CSI-NCR-00185,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-27,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Cannur Ledün Akgündüz,Otomobil-Binek,Retail,28,Erkek,25.000 TL altı,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Ziraat Bankası; Şekerbank; İş Bankası; Finans Bank,Ziraat Bankası,Rakip Kuruluş Kredisi,5,7,2,Sigorta kolaylığı,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,44.4,0,1
CSI-NCR-00186,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-03,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Bay İşcan Gülen,Otomobil-Binek,Filo,57,Kadın,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,AlBaraka; OdeaBank; Akbank,AlBaraka,Rakip Kuruluş Kredisi,9,4,2,Ödeme tatili / Ödemesiz dönem; Online store; Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,88.9,1,1
CSI-NCR-00187,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-18,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Uz. Maksüde Akgündüz Türk,Otomobil-Binek,Retail,46,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Akbank; Yapı ve Kredi Bankası,Akbank,Rakip Kuruluş Kredisi,8,8,2,Ödeme tatili / Ödemesiz dönem; Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği,%26 - %50,1,77.8,0,0
CSI-NCR-00188,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-10-22,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Gençay Durdu,Otomobil-Binek,Retail,53,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,TEB (Türk Ekonomi Bankası); Burgan Bank,TEB (Türk Ekonomi Bankası),Rakip Kuruluş Kredisi,8,5,2,Online store,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,77.8,0,1
CSI-NCR-00189,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-27,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Hakikat Fenni Ertaş Şensoy,Hafif Ticari,Filo,39,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Garanti Bankası; Halk Bankası; Kuveyt Türk,Garanti Bankası,Rakip Kuruluş Kredisi,7,10,2,İşlem masrafı; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%26 - %50,1,66.7,0,0
CSI-NCR-00190,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-18,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Uz. Tuğçe Ertaş Aslan,Otomobil-Binek,Retail,45,Erkek,50.001 - 85.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Türkiye Finans; QNB Fibabank,Türkiye Finans,Rakip Kuruluş Kredisi,5,10,1,İşlem masrafı; Vade seçenekleri; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,44.4,0,1
CSI-NCR-00191,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-12-27,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Ünsever Demir,Hafif Ticari,Retail,29,Erkek,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,TEB (Türk Ekonomi Bankası); Akbank,TEB (Türk Ekonomi Bankası),Rakip Kuruluş Kredisi,9,7,2,Ödeme tatili / Ödemesiz dönem; İşlem masrafı; Online store,Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,88.9,1,1
CSI-NCR-00192,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-04,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Feyzin Gül,Otomobil-Binek,Retail,47,Erkek,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Vakıflar Bankası; Garanti Bankası,Vakıflar Bankası,Rakip Kuruluş Kredisi,8,10,2,Online store,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00193,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-01,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Dr. Irıs Gülder Yılmaz Korutürk,Otomobil-Binek,Retail,42,Erkek,150.000 TL üzeri,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Burgan Bank; OdeaBank; HSBC Bank,Burgan Bank,Rakip Kuruluş Kredisi,4,7,1,Sigorta kolaylığı; Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,1,33.3,0,0
CSI-NCR-00194,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-14,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Mehdiye Durdu,Otomobil-Binek,Retail,40,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Anadolubank; İş Bankası; Şekerbank,Anadolubank,Rakip Kuruluş Kredisi,6,9,2,Online store,Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,1,55.6,0,0
CSI-NCR-00195,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-08,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Cannur Mansız,Otomobil-Binek,Retail,44,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Türkiye Finans; QNB Fibabank,Henüz kredi kullanmadım,Nakit / Havale,7,6,2,Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,66.7,0,0
CSI-NCR-00196,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-24,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Salimet Zorlu Hayrioğlu,Otomobil-Binek,Retail,46,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Şekerbank; Alternatifbank,Şekerbank,Rakip Kuruluş Kredisi,5,8,1,Vade seçenekleri; İşlem masrafı,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,1,44.4,0,0
CSI-NCR-00197,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-11,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Koçak Ülker,Otomobil-Binek,Retail,37,Erkek,25.000 TL altı,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Finans Bank; Burgan Bank; Vakıflar Bankası,Finans Bank,Rakip Kuruluş Kredisi,8,6,2,Ödeme tatili / Ödemesiz dönem; Vade seçenekleri,Servis hizmet memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00198,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-13,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Cezayir Berksay Güçlü Hayrioğlu,Hafif Ticari,Retail,54,Erkek,150.000 TL üzeri,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,İş Bankası; Halk Bankası,Henüz kredi kullanmadım,Nakit / Havale,6,5,2,Vade seçenekleri; Online store; Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00199,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-07-17,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Bay Ermutlu Kayrabay Yüksel,Otomobil-Binek,Retail,27,Erkek,25.001 - 50.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,AlBaraka,Henüz kredi kullanmadım,Nakit / Havale,7,10,1,Vade seçenekleri,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,66.7,0,1
CSI-NCR-00200,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-27,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Prof. Kerime Mümtaze Hançer Zengin,Hafif Ticari,Retail,59,Erkek,25.000 TL altı,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,İş Bankası; AlBaraka; Türkiye Finans,Henüz kredi kullanmadım,Nakit / Havale,5,9,1,Sigorta kolaylığı; İşlem masrafı,Sigorta şirketi memnuniyetsizliği,%26 - %50,1,44.4,0,0
CSI-NCR-00201,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-07-03,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Ermutlu Şensoy,Otomobil-Binek,Retail,67,Erkek,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,ING; Ziraat Bankası,ING,Rakip Kuruluş Kredisi,8,10,1,Sigorta kolaylığı; İşlem masrafı,Servis hizmet memnuniyetsizliği,%76 - %100,1,77.8,0,1
CSI-NCR-00202,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-17,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Hatin Balca Ülker Demir,Otomobil-Binek,Retail,40,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Alternatifbank; Finans Bank; Denizbank,Alternatifbank,Rakip Kuruluş Kredisi,2,6,2,Online store,Sigorta şirketi memnuniyetsizliği,%0 -%25,1,11.1,0,0
CSI-NCR-00203,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-11,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Çev. Fermuta Rayla Tarhan Zorlu,Otomobil-Binek,Retail,61,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Akbank; Şekerbank; Halk Bankası,Akbank,Rakip Kuruluş Kredisi,6,10,1,İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%0 -%25,1,55.6,0,0
CSI-NCR-00204,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-09-02,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Duha Mehdiye Arsoy,Otomobil-Binek,Retail,46,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Kuveyt Türk; Finans Bank; AlBaraka,Kuveyt Türk,Rakip Kuruluş Kredisi,8,8,2,Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%26 - %50,1,77.8,0,0
CSI-NCR-00205,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-26,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Öğr. Bektaşi Nezihi Manço,Otomobil-Binek,Retail,28,Erkek,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Akbank; Kuveyt Türk; AlBaraka,Akbank,Rakip Kuruluş Kredisi,7,10,2,Sigorta kolaylığı; Vade seçenekleri; İşlem masrafı,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%51 - %75,2,66.7,0,1
CSI-NCR-00206,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-28,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Doç. Şelâle Nurda Seven Sezer,Otomobil-Binek,Retail,61,Kadın,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; Türkiye Finans; Yapı ve Kredi Bankası,Vakıflar Bankası,Rakip Kuruluş Kredisi,6,9,1,Vade seçenekleri,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,55.6,0,1
CSI-NCR-00207,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-12-06,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Prof. Zelha Sezgin Ülker,Otomobil-Binek,Filo,55,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Vakıflar Bankası; ING; Denizbank,Vakıflar Bankası,Rakip Kuruluş Kredisi,3,9,2,Sigorta kolaylığı; Özel müşteri temsilcisi; Online store,Servis hizmet memnuniyetsizliği,%51 - %75,1,22.2,0,1
CSI-NCR-00208,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-24,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Çinerk Yüksel,Otomobil-Binek,Retail,38,Erkek,25.000 TL altı,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,AlBaraka; Akbank,AlBaraka,Rakip Kuruluş Kredisi,6,5,2,Vade seçenekleri; Ödeme tatili / Ödemesiz dönem,Sigorta şirketi memnuniyetsizliği,%51 - %75,2,55.6,0,1
CSI-NCR-00209,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-03-22,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Remazan Dumanlı,Otomobil-Binek,Retail,30,Erkek,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Vakıflar Bankası; Şekerbank; QNB Fibabank; Halk Bankası,Vakıflar Bankası,Rakip Kuruluş Kredisi,8,8,1,Özel müşteri temsilcisi; Online store,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,77.8,0,1
