Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,G1_Acente_Adi,Acente_Adi,Sehir,Bolge,G6_Ad_Soyad,G7_Bolum,G5_Sorumlu_Segment,G4_Gorev_Satis,G4X_Gorev_Sigorta,G3_Calisma_Suresi,Acente_Satis_Basarisi_Endeks_100,M7_Oneri_Duzeyi_Kod,M7_Oneri_Duzeyi,M1c_Baska_Kurumla_Calisiyor_mu,M1a_Yogun_Calisilan_Kurumlar,M1b_Tercih_Nedeni,M4a_Genel_Memnuniyet_Finans,M3_Brand_Retention,M6_Recommendation_NPS,M6x_Brand_Importance,M10_Sadakat_Unsuru_mu,M11_Neden,M8_Mutlu_Eden_Etkenler,M9_Iyilestirilecek_Konular,S1_1_Ziyaret_Genel_Memnuniyet,S1_2_Ziyaret_Sikligi_Memnuniyet,S3a_Kredilendirme_Sureci,S3b_Stenos_CRM_Memnuniyeti,S3bx_Stenos_CRM_Memnuniyeti_Sigorta,S3b_1_CRM_Sistem_Hizi,S3c_CRM_Memnuniyetsizlik_Nedeni,S5c_Egitim_Memnuniyeti,S6_Mobil_App_Bahsediyor_mu,S7_Mobil_App_Oneriyor_mu,S8_Onermeme_Nedeni,Q1_En_Basarili_Sigorta_Sirketleri,M4aX_Kasko_Genel_Memnuniyet,M6x_Kasko_Tavsiye,Q3_Kasko_Onerme_Egilimi,Q5_Onermeme_Nedeni,Q6_Onerme_Nedeni,M1_Veri_Paylasim_Izni,CRM_Memnuniyeti_Birlesik,CRM_Endeks_100,NPS_Kategori,Genel_Memnuniyet_Birlesik
DSI-00124,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-09,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Örfiye Şafak,Satış,Tüm segmentler,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,64.5,,,,,,8.0,,,8.0,1.0,,Toplam paket sunması (sigorta gibi); Düşük faiz uygulaması; Kolay ulaşılabilirlik; Sabit faiz uygulaması,Evrakların yavaş kontrol edilmesi; Evrakların sık sık kaybolması; Telefonlara geri dönülmemesi; Telefonların hep meşgul olması ya da cevap verilmemesi,,,7.0,10.0,,10,,7.0,1.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,,8.0
DSI-00125,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-01,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Öğr. Rana Gülcegün Akçay Şener,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,64.5,,,,,,,,,,,,,,,,,,6.0,4,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Doğa; Allianz; Eureko,6.0,5.0,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,6.0,55.6,,6.0
DSI-00126,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-07,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Öğr. Asiman Şilan Akgündüz,Satış,Hafif ticari araçlar,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,57.2,4.0,Kredi için en sık önerdiğim finans kurumudur,2.0,Stenos Auto Finans; Akbank; Garanti Bankası,Uzun süredir çalışıyoruz,4.0,4.0,3.0,2.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Yeniden borcu yapılandırması; Bankalar gibi şube limitinin olmaması; Sabit faiz uygulaması; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Evrakların sık sık kaybolması; Telefonların hep meşgul olması ya da cevap verilmemesi; Yoğun olmalarından dolayı işlerin ilerlememesi,3.0,4.0,3.0,6.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",4.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,4.0
DSI-00127,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-16,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Muktedir Zengin,Satış,Otomobil,Filo Satış Danışmanı,,1 yıl – 3 yıl arası,81.3,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; TEB (Türk Ekonomi Bankası); Türkiye Finans,Müşteri temsilcisi desteği iyi,8.0,8.0,7.0,8.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Güvenilir bir kurum olması; Toplam paket sunması (sigorta gibi),Evrakların yavaş kontrol edilmesi,6.0,6.0,7.0,6.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",8.0,2.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Passive,8.0
DSI-00128,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-06,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Öğr. Adviye Günar Bilir,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,83.0,,,,,,,,,,,,,,,,,,9.0,8,,,,,,Anadolu Anonim Türk; HDI; Hepiyi,9.0,10.0,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,,9.0
DSI-00129,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-10,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Ballı Durdu,Sigorta,,,Sigorta müdürü,1 yıldan daha az bir süredir,78.1,,,,,,,,,,,,,,,,,,7.0,7,,,,,,Zurich; Anadolu Anonim Türk; Neova,6.0,5.0,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,,6.0
DSI-00130,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-01-17,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Öztürk Sadittin Akçay Arsoy,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,67.1,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; Finans Bank,Uzun süredir çalışıyoruz,6.0,5.0,5.0,7.0,1.0,,Güvenilir bir kurum olması; Bankalar gibi şube limitinin olmaması; Düşük faiz uygulaması,Evrakların sık sık kaybolması; Evrakların yavaş kontrol edilmesi,5.0,6.0,6.0,7.0,,7,,6.0,1.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,Detractor,6.0
DSI-00131,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-04,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Gülkadın Ertaş,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,81.1,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; TEB (Türk Ekonomi Bankası); Türkiye Finans,Uzun süredir çalışıyoruz,9.0,9.0,9.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Finansal açıdan güçlü bir kurum olması; Çözüm odaklı olmaları; Stenos CRM sisteminin iyi olması,Telefonlara geri dönülmemesi; Yoğun olmalarından dolayı işlerin ilerlememesi; Banka kadar esnek olunmaması; Evrakların sık sık kaybolması,9.0,6.0,8.0,10.0,,8,,10.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,Promoter,9.0
DSI-00132,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-27,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Eroğul Tınal Bilge Soylu,Satış,Otomobil,Satış müdürü,,1 yıl – 3 yıl arası,60.9,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Finans Bank; Burgan Bank,Müşteri temsilcisi desteği iyi,7.0,6.0,6.0,10.0,1.0,,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Toplam paket sunması (sigorta gibi); Güvenilir bir kurum olması; Yeniden borcu yapılandırması,"Telefonlara geri dönülmemesi; Faizlerin yüksek olması; Banka kadar esnek olunmaması; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması",99.0,99.0,7.0,6.0,,2,"Ekranlar arası geçiş yavaş, rapor almak zor",5.0,1.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,2,6.0,55.6,Detractor,7.0
DSI-00133,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-10,Stenos Denizli Merkezefendi,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Şahinder Kısakürek,Sigorta,,,Sigorta müdürü,3 yıldan fazla,94.8,,,,,,,,,,,,,,,,,,10.0,8,,,,,,HDI; Türkiye Sigorta; Allianz,10.0,10.0,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,,10.0
DSI-00134,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-24,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,İmrihan Demir Ergül,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,78.3,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; HSBC Bank,Müşteri temsilcisi desteği iyi,8.0,8.0,5.0,7.0,1.0,,Kolay ulaşılabilirlik; Finansal açıdan güçlü bir kurum olması; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Eski müşteriyi takip edebilme olanağı,Tecrübesiz çalışanlarının olması; Kolay ulaşılır olmaması; Telefonların hep meşgul olması ya da cevap verilmemesi,7.0,9.0,8.0,7.0,,10,,7.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Detractor,8.0
DSI-00135,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-21,Stenos Ankara Çankaya,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Sevginur Goncafer Alemdar Tarhan,Satış,Otomobil,Filo Satış Müdürü,,1 yıl – 3 yıl arası,90.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Burgan Bank,Evrak süreci daha basit,7.0,8.0,5.0,8.0,1.0,,Toplam paket sunması (sigorta gibi); Yeniden borcu yapılandırması,Telefonlara geri dönülmemesi; Satış danışmanlarının inisiyatif almaması; Sürecin hiçbir aşamasında geri bildirim yapılmaması; Yeterince eğitim verilmemesi,5.0,3.0,6.0,9.0,,10,,7.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,9.0,88.9,Detractor,7.0
DSI-00136,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-24,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Şirivan İrfan Çorlu,Satış,Tüm segmentler,Filo Satış Danışmanı,,3 yıldan fazla,51.8,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Denizbank; Halk Bankası,Evrak süreci daha basit,6.0,4.0,7.0,3.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Stenos CRM üzerinden takip yapılabilmesi; Yeniden borcu yapılandırması; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Banka kadar esnek olunmaması; Yoğun olmalarından dolayı işlerin ilerlememesi; Telefonlara geri dönülmemesi,6.0,5.0,4.0,6.0,,4,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,2.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,2,6.0,55.6,Passive,6.0
DSI-00137,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-09,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Gözel Demir,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,82.3,,,,,,,,,,,,,,,,,,9.0,9,,,,,,Ray; Hepiyi; Allianz,9.0,8.0,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,9.0,88.9,,9.0
DSI-00138,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-05,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Çev. Basım Cercis Arsoy,Satış,Hafif ticari araçlar,Filo Satış Müdürü,,3 yıldan fazla,45.9,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Kuveyt Türk,Evrak süreci daha basit,5.0,6.0,3.0,4.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Bankalar gibi şube limitinin olmaması; Yeniden borcu yapılandırması; Çözüm odaklı olmaları; Stenos CRM üzerinden takip yapılabilmesi,Teknolojik alt yapılarının olmaması; Telefonlara geri dönülmemesi; Faizlerin yüksek olması; Telefonların hep meşgul olması ya da cevap verilmemesi,7.0,4.0,5.0,6.0,,5,"Ekranlar arası geçiş yavaş, rapor almak zor",8.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,5.0
DSI-00139,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-11-05,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Ozansü Kısakürek,Sigorta,,,Sigorta müdürü,3 yıldan fazla,40.6,,,,,,,,,,,,,,,,,,5.0,5,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Mapfre; Hepiyi; Doğa,4.0,4.0,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,,4.0
DSI-00140,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-08,Stenos İstanbul Maslak,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Yrd. Doç. Eriş Ümray Kısakürek,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,67.3,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; Akbank; Burgan Bank,Faiz avantajı,9.0,9.0,5.0,5.0,1.0,,Yeniden borcu yapılandırması; Çözüm odaklı olmaları,Yoğun olmalarından dolayı işlerin ilerlememesi; Eksik evrak bildiriminin geç haber verilmesi; Satış danışmanlarının inisiyatif almaması,9.0,6.0,10.0,9.0,,8,,10.0,2.0,1.0,,,,,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Detractor,9.0
DSI-00141,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-11-17,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Uz. Tagangül Zelha Sezer,Satış,Tüm segmentler,Acente Operasyon Sorumlusu (S.O.S.),,3 yıldan fazla,47.2,,,,,,7.0,,,8.0,1.0,,Stenos CRM sisteminin iyi olması; Sabit faiz uygulaması,Fazla evrak istenmesi; Evrakların yavaş kontrol edilmesi; Banka kadar esnek olunmaması,,,7.0,5.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",5.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,5.0,44.4,,7.0
DSI-00142,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-11-19,Stenos Kayseri Melikgazi,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Arş. Gör. Buyrukhan Soylu,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,65.6,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; OdeaBank; İş Bankası,Onay süreleri kısa,9.0,8.0,7.0,9.0,1.0,,Bankalar gibi şube limitinin olmaması; Toplam paket sunması (sigorta gibi); Eski müşteriyi takip edebilme olanağı,Fazla evrak istenmesi; Yoğun olmalarından dolayı işlerin ilerlememesi,10.0,7.0,10.0,5.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",8.0,2.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,5.0,44.4,Passive,9.0
DSI-00143,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-04-23,Stenos Bursa Nilüfer,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Esengün Güldünya Hayrioğlu,Satış,Tüm segmentler,Satış müdürü,,1 yıldan daha az bir süredir,75.6,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Halk Bankası,Onay süreleri kısa,7.0,8.0,5.0,6.0,1.0,,Toplam paket sunması (sigorta gibi); Finansal açıdan güçlü bir kurum olması; Çözüm odaklı olmaları,Sürecin hiçbir aşamasında geri bildirim yapılmaması; Yoğun olmalarından dolayı işlerin ilerlememesi; İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı,6.0,6.0,8.0,7.0,,8,,9.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Detractor,7.0
DSI-00144,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-08-30,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Yrd. Doç. Ayşeana Neval Akça Yılmaz,Satış,Hafif ticari araçlar,Showroom Müdürü/ 2. El Showroom Müdürü,,1 yıl – 3 yıl arası,59.0,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; OdeaBank; Alternatifbank,Faiz avantajı,5.0,7.0,5.0,3.0,1.0,,Bankalar gibi şube limitinin olmaması; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Stenos CRM üzerinden takip yapılabilmesi; Düşük faiz uygulaması,Telefonlara geri dönülmemesi,4.0,4.0,4.0,7.0,,7,,5.0,1.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,Detractor,5.0
DSI-00145,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-26,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Uz. Gülhisar Alemdar Kısakürek,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıldan daha az bir süredir,65.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Akbank; TEB (Türk Ekonomi Bankası),Onay süreleri kısa,8.0,10.0,8.0,10.0,1.0,,Stenos CRM sisteminin iyi olması; Güvenilir bir kurum olması; Stenos CRM üzerinden takip yapılabilmesi,Yeterince eğitim verilmemesi; Kolay ulaşılır olmaması; Evrakların yavaş kontrol edilmesi; Teknolojik alt yapılarının olmaması,7.0,10.0,9.0,8.0,,9,,6.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Passive,8.0
DSI-00146,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-12,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Öğr. Tanyu Seven Demirel,Sigorta,,,Sigorta müdürü,1 yıl – 3 yıl arası,63.8,,,,,,,,,,,,,,,,,,6.0,5,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Anadolu Anonim Türk; Quick; Eureko,8.0,9.0,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,,8.0
DSI-00147,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-15,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Öğr. Fügen Bilay Durdu Yıldırım,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,80.5,,,,,,,,,,,,,,,,,,10.0,9,,,,,,Neova; Zurich; Sompo,10.0,9.0,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,,10.0
DSI-00148,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-30,Stenos Denizli Merkezefendi,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Çev. Akif Evcimen Bilgin,Satış,Otomobil,Filo Satış Müdürü,,1 yıldan daha az bir süredir,90.0,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Ziraat Bankası,Faiz avantajı,10.0,10.0,6.0,9.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Finansal açıdan güçlü bir kurum olması,Yeterince eğitim verilmemesi; Banka kadar esnek olunmaması; Yoğun olmalarından dolayı işlerin ilerlememesi,9.0,6.0,9.0,9.0,,8,,10.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,9.0,88.9,Detractor,10.0
DSI-00149,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-01-23,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Gabel Sevginur Durdu,Sigorta,,,Sigorta Danışmanı,1 yıldan daha az bir süredir,31.9,,,,,,,,,,,,,,,,,,4.0,2,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Eureko; Allianz; Türkiye Sigorta,5.0,2.0,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,4.0,33.3,,5.0
DSI-00150,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-13,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Arş. Gör. Umuşan Demir Durdu,Satış,Tüm segmentler,Satış müdürü,,1 yıl – 3 yıl arası,61.9,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; HSBC Bank,Evrak süreci daha basit,9.0,7.0,8.0,8.0,1.0,,Esnek ödeme planı sunması; Sabit faiz uygulaması; Güvenilir bir kurum olması,"Teknolojik alt yapılarının olmaması; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması; Evrakların yavaş kontrol edilmesi",10.0,8.0,10.0,9.0,,10,,6.0,1.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Passive,9.0
DSI-00151,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-24,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Ertün Önsal Duran Alemdar,Sigorta,,,Sigorta müdürü,1 yıl – 3 yıl arası,65.9,,,,,,,,,,,,,,,,,,8.0,9,,,,,,Quick; Allianz; Hepiyi,9.0,7.0,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,,9.0
DSI-00152,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-10-05,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Zeyno Aykut İnönü Gül,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,70.6,,,,,,,,,,,,,,,,,,7.0,5,,,,,,Hepiyi; Mapfre; Aksigorta,6.0,5.0,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,6.0
DSI-00153,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-21,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Arş. Gör. Günver Sahil Sakarya Korutürk,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,70.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; TEB (Türk Ekonomi Bankası),Evrak süreci daha basit,8.0,8.0,5.0,8.0,1.0,,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Esnek ödeme planı sunması; Bankalar gibi şube limitinin olmaması; Çözüm odaklı olmaları,Yeterince eğitim verilmemesi,9.0,6.0,7.0,8.0,,8,,8.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Detractor,8.0
DSI-00154,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-01-30,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Çev. Akif Muktedir Eraslan,Satış,Otomobil,Satış müdürü,,1 yıl – 3 yıl arası,69.7,4.0,Kredi için en sık önerdiğim finans kurumudur,2.0,Stenos Auto Finans; OdeaBank; Alternatifbank,Evrak süreci daha basit,7.0,6.0,3.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Toplam paket sunması (sigorta gibi); Stenos CRM üzerinden takip yapılabilmesi; Çözüm odaklı olmaları; Bankalar gibi şube limitinin olmaması,Sürecin hiçbir aşamasında geri bildirim yapılmaması; Yeterince eğitim verilmemesi; Evrakların yavaş kontrol edilmesi; Yoğun olmalarından dolayı işlerin ilerlememesi,7.0,6.0,8.0,8.0,,8,,6.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Detractor,7.0
